"NODCcode","sp_code","sp_Lname","sp_Cname","LW.intercept_a","LW.slope_b","EwEReg","n"
NA,NA,NA,NA,NA,NA,NA,NA
8826010102,30060,"Sebastes alutus","Pacific ocean perch",0.00793953952291447,3.1272,"WGOA",14594
8826010102,30060,"Sebastes alutus","Pacific ocean perch",0.00675413749270418,3.168,"EGOA",5798
8826010102,30060,"Sebastes alutus","Pacific ocean perch",0.00640228705569082,3.1915,"AI",15746
8826010102,30060,"Sebastes alutus","Pacific ocean perch",0.00716605489248236,3.1637,"BS",1846
8826010129,30420,"Sebastes polyspinis","northern rockfish",0.0101052519018585,3.0867,"WGOA",11340
8826010129,30420,"Sebastes polyspinis","northern rockfish",0.0523187742526713,2.6079,"EGOA",13
8826010129,30420,"Sebastes polyspinis","northern rockfish",0.00970125519789161,3.0839,"AI",7016
8826010129,30420,"Sebastes polyspinis","northern rockfish",0.00663033465626613,3.2007,"BS",546
8827010501,21921,"Pleurogrammus monopterygius","Atka mackerel",0.00308346905270846,3.3656,"WGOA",4526
8827010501,21921,"Pleurogrammus monopterygius","Atka mackerel",0.00371157115535794,3.2992,"EGOA",22
8827010501,21921,"Pleurogrammus monopterygius","Atka mackerel",0.00418939058807356,3.2719,"AI",8586
8827010501,21921,"Pleurogrammus monopterygius","Atka mackerel",0.00321862831279653,3.3585,"BS",585
8857040801,10262,"Lepidopsetta bilineata","southern rock sole",0.00393202782567191,3.2926,"WGOA",6767
8857040801,10262,"Lepidopsetta bilineata","southern rock sole",0.00320289561066256,3.342,"EGOA",286
8857040801,10262,"Lepidopsetta bilineata","southern rock sole",0.00323508524670286,3.3373,"AI",492
8857040801,10262,"Lepidopsetta bilineata","southern rock sole",0.00381429281890009,3.2923,"BS",1898
8713040103,420,"Beringraja binoculata","big skate",0.0319398765903154,2.7088,"WGOA",618
8713040103,420,"Beringraja binoculata","big skate",0.00925677095592975,2.9461,"EGOA",181
8713040103,420,"Beringraja binoculata","big skate",0.00194634893977554,3.2767,"BS",12
8831021403,21347,"Hemilepidotus jordani","yellow Irish lord",0.00289462416063456,3.3858,"WGOA",1332
8831021403,21347,"Hemilepidotus jordani","yellow Irish lord",0.00468963746071027,3.2539,"EGOA",91
8831021403,21347,"Hemilepidotus jordani","yellow Irish lord",0.00279478527503684,3.3926,"AI",1517
8831021403,21347,"Hemilepidotus jordani","yellow Irish lord",0.00398586869212829,3.2885,"BS",479
8857040601,10130,"Hippoglossoides elassodon","flathead sole",0.00231603177405049,3.3613,"WGOA",17009
8857040601,10130,"Hippoglossoides elassodon","flathead sole",0.0020074299638495,3.4034,"EGOA",3936
8857040601,10130,"Hippoglossoides elassodon","flathead sole",0.00148461470248352,3.4985,"AI",364
8857040601,10130,"Hippoglossoides elassodon","flathead sole",0.00156730138753797,3.4763,"BS",107
8755010202,23235,"Oncorhynchus keta","chum salmon",0.00366473225823375,3.2833,"WGOA",101
8755010202,23235,"Oncorhynchus keta","chum salmon",0.00167306166285962,3.4836,"EGOA",6
8710010101,320,"Somniosus pacificus","Pacific sleeper shark",0.00195317309637247,3.3196,"WGOA",133
8710010101,320,"Somniosus pacificus","Pacific sleeper shark",0.00169021422115568,3.3451,"EGOA",13
8710010101,320,"Somniosus pacificus","Pacific sleeper shark",0.00496223021094169,3.1476,"BS",5
8831022204,21370,"Myoxocephalus polyacanthocephalus","great sculpin",0.00881147878598551,3.1416,"WGOA",1068
8831022204,21370,"Myoxocephalus polyacanthocephalus","great sculpin",0.00417725895473874,3.3347,"EGOA",149
8831022204,21370,"Myoxocephalus polyacanthocephalus","great sculpin",0.00488200149882973,3.3014,"AI",66
8831022204,21370,"Myoxocephalus polyacanthocephalus","great sculpin",0.00568684310157343,3.2588,"BS",30
8791030701,21740,"Gadus chalcogrammus","walleye pollock",0.00475242625888913,3.0853,"WGOA",38420
8791030701,21740,"Gadus chalcogrammus","walleye pollock",0.00454830792409441,3.0887,"EGOA",11197
8791030701,21740,"Gadus chalcogrammus","walleye pollock",0.0058518349514911,3.0411,"AI",14948
8791030701,21740,"Gadus chalcogrammus","walleye pollock",0.00437258898596568,3.1145,"BS",3325
8857040803,10261,"Lepidopsetta polyxystra","northern rock sole",0.0036188463202586,3.2991,"WGOA",13375
8857040803,10261,"Lepidopsetta polyxystra","northern rock sole",0.00287702069839987,3.3645,"EGOA",1078
8857040803,10261,"Lepidopsetta polyxystra","northern rock sole",0.00412371839331547,3.2528,"AI",4384
8857040803,10261,"Lepidopsetta polyxystra","northern rock sole",0.00382269350046311,3.2799,"BS",1320
8857040102,10110,"Atheresthes stomias","arrowtooth flounder",0.00319298200829232,3.2482,"WGOA",18082
8857040102,10110,"Atheresthes stomias","arrowtooth flounder",0.00279730171401206,3.2846,"EGOA",6112
8857040102,10110,"Atheresthes stomias","arrowtooth flounder",0.00198527070267007,3.3782,"AI",6731
8857040102,10110,"Atheresthes stomias","arrowtooth flounder",0.00314324365847118,3.2511,"BS",1682
8791030401,21720,"Gadus macrocephalus","Pacific cod",0.00326890569476407,3.2817,"WGOA",27144
8791030401,21720,"Gadus macrocephalus","Pacific cod",0.00302876600951064,3.3026,"EGOA",5713
8791030401,21720,"Gadus macrocephalus","Pacific cod",0.0035235016391227,3.273,"AI",9887
8791030401,21720,"Gadus macrocephalus","Pacific cod",0.00461889398377469,3.2046,"BS",2559
8857040501,10200,"Glyptocephalus zachirus","rex sole",0.00103785416526505,3.4936,"WGOA",7875
8857040501,10200,"Glyptocephalus zachirus","rex sole",0.00103660948722292,3.4868,"EGOA",2558
8857040501,10200,"Glyptocephalus zachirus","rex sole",0.000579294253292384,3.6515,"AI",339
8857040501,10200,"Glyptocephalus zachirus","rex sole",0.000552973764334754,3.6651,"BS",88
8857040901,10210,"Limanda aspera","yellowfin sole",0.0042607929394538,3.2598,"WGOA",16092
8857040901,10210,"Limanda aspera","yellowfin sole",0.00545185151760804,3.2037,"EGOA",1876
8831022201,21371,"Myoxocephalus jaok","plain sculpin",0.010492442949878,3.0177,"WGOA",2885
8831022201,21371,"Myoxocephalus jaok","plain sculpin",0.0168635633397467,2.8958,"EGOA",256
8857041501,10285,"Pleuronectes quadrituberculatus","Alaska plaice",0.00763127762597827,3.1093,"WGOA",7373
8857041501,10285,"Pleuronectes quadrituberculatus","Alaska plaice",0.00598858572944478,3.1855,"EGOA",1455
8857041401,10220,"Platichthys stellatus","starry flounder",0.00409045118839777,3.2754,"WGOA",1541
8857041401,10220,"Platichthys stellatus","starry flounder",0.00325715879137567,3.3569,"EGOA",46
8831022211,21368,"Myoxocephalus scorpius","shorthorn (=warty) sculpin",0.00634238752621541,3.2006,"WGOA",184
8831022211,21368,"Myoxocephalus scorpius","shorthorn (=warty) sculpin",0.00850160763363928,3.1328,"EGOA",505
8857041301,10170,"Parophrys vetulus","English sole",0.00314670312885538,3.2857,"WGOA",456
8857041301,10170,"Parophrys vetulus","English sole",0.00300253003719068,3.2947,"EGOA",310
8713040107,471,"Bathyraja parmifera","Alaska skate",0.00340980559355352,3.1602,"WGOA",663
8713040107,471,"Bathyraja parmifera","Alaska skate",0.00328726291890883,3.1739,"EGOA",218
8713040107,471,"Bathyraja parmifera","Alaska skate",0.00226926338534117,3.2536,"AI",662
8713040107,471,"Bathyraja parmifera","Alaska skate",0.00183924521639635,3.3034,"BS",26
8755030201,23041,"Mallotus catervarius (=villosus)","Pacific capelin",0.00342415689368031,3.2096,"WGOA",571
8755030201,23041,"Mallotus catervarius (=villosus)","Pacific capelin",0.0148552788319705,2.6166,"EGOA",59
8857040602,10140,"Hippoglossoides robustus","Bering flounder",0.00310606073611185,3.3001,"WGOA",78
8857040602,10140,"Hippoglossoides robustus","Bering flounder",0.00463369811850548,3.1844,"EGOA",516
8857041801,10115,"Reinhardtius hippoglossoides","Greenland turbot",0.00195610505443584,3.3472,"WGOA",1136
8857041801,10115,"Reinhardtius hippoglossoides","Greenland turbot",0.00221611414931507,3.3196,"EGOA",771
8857041801,10115,"Reinhardtius hippoglossoides","Greenland turbot",0.000637089761147406,3.6039,"AI",1853
8857041801,10115,"Reinhardtius hippoglossoides","Greenland turbot",0.000408834552857937,3.6999,"BS",350
8826010101,30051,"Sebastes aleutianus","rougheye rockfish",0.00622115312215224,3.2335,"WGOA",2812
8826010101,30051,"Sebastes aleutianus","rougheye rockfish",0.00708695151909036,3.1944,"EGOA",2035
8826010101,30051,"Sebastes aleutianus","rougheye rockfish",0.0037518733640259,3.3624,"AI",173
8826010101,30051,"Sebastes aleutianus","rougheye rockfish",0.00508632354083194,3.292,"BS",76
8826010197,30052,"Sebastes melanostictus","blackspotted rockfish",0.00515906457416067,3.2741,"WGOA",3134
8826010197,30052,"Sebastes melanostictus","blackspotted rockfish",0.00695635255633528,3.1934,"EGOA",1017
8826010197,30052,"Sebastes melanostictus","blackspotted rockfish",0.00425057929767179,3.3334,"AI",2345
8826010197,30052,"Sebastes melanostictus","blackspotted rockfish",0.00365083270153598,3.3706,"BS",282
8857041201,10180,"Microstomus pacificus","Dover sole",0.00308717143655774,3.2905,"WGOA",4734
8857041201,10180,"Microstomus pacificus","Dover sole",0.00286955016049171,3.3042,"EGOA",3060
8857041201,10180,"Microstomus pacificus","Dover sole",0.0019158382953386,3.4182,"AI",330
8857041201,10180,"Microstomus pacificus","Dover sole",0.000819595198469039,3.6638,"BS",58
8857040101,10112,"Atheresthes evermanni","Kamchatka flounder",0.00238799781128386,3.3368,"WGOA",1884
8857040101,10112,"Atheresthes evermanni","Kamchatka flounder",0.00222455140371299,3.3614,"EGOA",1153
8857040101,10112,"Atheresthes evermanni","Kamchatka flounder",0.00211161969079309,3.3703,"AI",2405
8857040101,10112,"Atheresthes evermanni","Kamchatka flounder",0.00216139809601322,3.3706,"BS",243
8831021502,21420,"Hemitripterus bolini","bigmouth sculpin",0.00797056418582275,3.2105,"WGOA",388
8831021502,21420,"Hemitripterus bolini","bigmouth sculpin",0.00700661903691999,3.241,"EGOA",159
8831021502,21420,"Hemitripterus bolini","bigmouth sculpin",0.00605482381403457,3.3067,"AI",38
8831021502,21420,"Hemitripterus bolini","bigmouth sculpin",0.00551160174632057,3.2994,"BS",9
8710010201,310,"Squalus suckleyi","spiny dogfish",0.00092955925826004,3.3532,"WGOA",784
8710010201,310,"Squalus suckleyi","spiny dogfish",0.00156902636762937,3.2211,"EGOA",475
8747010201,21110,"Clupea pallasii","Pacific herring",0.0038265181059476,3.2962,"WGOA",239
8747010201,21110,"Clupea pallasii","Pacific herring",0.00613037105420819,3.1514,"EGOA",106
8747010201,21110,"Clupea pallasii","Pacific herring",0.0712685601801139,2.4542,"BS",37
8791030301,21735,"Eleginus gracilis","saffron cod",0.00304729794711393,3.2512,"WGOA",105
8791030201,21725,"Boreogadus saida","Arctic cod",1.51906596756896e-07,7.1038,"WGOA",7
8791030201,21725,"Boreogadus saida","Arctic cod",0.0128001293837779,2.6898,"EGOA",26
8827020101,20510,"Anoplopoma fimbria","sablefish",0.00184994383465262,3.3982,"WGOA",14098
8827020101,20510,"Anoplopoma fimbria","sablefish",0.00414604670482267,3.1861,"EGOA",3117
8827020101,20510,"Anoplopoma fimbria","sablefish",0.0036188463202586,3.2388,"AI",495
8857041901,10120,"Hippoglossus stenolepis","Pacific halibut",0.00437608845675613,3.2094,"WGOA",660
8857041901,10120,"Hippoglossus stenolepis","Pacific halibut",0.00554532526914678,3.1498,"EGOA",91
8857040800,10260,"Lepidopsetta sp.","rock sole unid.",0.00492466020818578,3.2291,"WGOA",2852
8857040800,10260,"Lepidopsetta sp.","rock sole unid.",0.003358032641016,3.3377,"EGOA",26
8857040800,10260,"Lepidopsetta sp.","rock sole unid.",0.00405866977776134,3.2591,"AI",2241
8857040800,10260,"Lepidopsetta sp.","rock sole unid.",0.00375450059480421,3.3069,"BS",516
8755010206,23220,"Oncorhynchus tshawytscha","chinook salmon",0.0200565398772042,2.8984,"WGOA",148
8755010206,23220,"Oncorhynchus tshawytscha","chinook salmon",0.00508428941826725,3.2404,"EGOA",7
8827010101,21935,"Hexagrammos decagrammus","kelp greenling",0.00377671762410213,3.3212,"WGOA",162
8827010101,21935,"Hexagrammos decagrammus","kelp greenling",0.00584189528318543,3.2044,"AI",7
8826010117,30260,"Sebastes goodei","chilipepper",0.00402955230405418,3.3168,"WGOA",1843
8826010127,30400,"Sebastes paucispinis","bocaccio",0.00551932339265665,3.1687,"WGOA",565
8791040102,22500,"Merluccius productus","Pacific hake",0.00329055182600721,3.1508,"WGOA",3049
8791040102,22500,"Merluccius productus","Pacific hake",0.00448283329740454,3.0764,"EGOA",127
8826010115,30240,"Sebastes flavidus","yellowtail rockfish",0.00735040400942007,3.178,"WGOA",1012
8826010115,30240,"Sebastes flavidus","yellowtail rockfish",0.207152508696716,2.3064,"EGOA",8
8827010201,21910,"Ophiodon elongatus","lingcod",0.00166688277270291,3.397,"WGOA",1030
8827010201,21910,"Ophiodon elongatus","lingcod",0.00357424969638535,3.2124,"EGOA",332
8826010128,30410,"Sebastes pinniger","canary rockfish",0.0101548891481151,3.1086,"WGOA",328
8826010128,30410,"Sebastes pinniger","canary rockfish",0.0128257552598796,3.0543,"EGOA",120
8842150101,24001,"Zaprora silenus","prowfish",0.0141321914826226,2.9514,"WGOA",222
8842150101,24001,"Zaprora silenus","prowfish",0.00745254272092323,3.1153,"EGOA",72
8842150101,24001,"Zaprora silenus","prowfish",0.0104819557514013,3.032,"AI",208
8755030501,23010,"Thaleichthys pacificus","eulachon",0.00239373588896988,3.2773,"WGOA",1721
8755030501,23010,"Thaleichthys pacificus","eulachon",0.00188618312962818,3.4013,"EGOA",241
8755030501,23010,"Thaleichthys pacificus","eulachon",0.000593424834373479,3.7889,"BS",109
8857040902,10211,"Limanda proboscidea","longhead dab",0.00242796942143826,3.3923,"WGOA",1036
8747010301,21130,"Sardinops sagax","Pacific sardine",0.00225704238944625,3.4598,"WGOA",186
8713040102,472,"Bathyraja aleutica","Aleutian skate",0.00724314336768738,2.9281,"WGOA",556
8713040102,472,"Bathyraja aleutica","Aleutian skate",0.410356083445441,2.1125,"EGOA",17
8713040102,472,"Bathyraja aleutica","Aleutian skate",0.00317451631492046,3.1259,"AI",306
8713040102,472,"Bathyraja aleutica","Aleutian skate",0.00132611720663139,3.3137,"BS",17
8826010109,30151,"Sebastes ciliatus","dark rockfish",0.00337284053812003,3.4332,"WGOA",363
8826010109,30151,"Sebastes ciliatus","dark rockfish",0.00662039660968005,3.2422,"AI",285
8826010109,30151,"Sebastes ciliatus","dark rockfish",0.00137156891629647,3.6841,"BS",5
8826010111,30190,"Sebastes diploproa","splitnose rockfish",0.00643824043871704,3.2525,"WGOA",835
8826010111,30190,"Sebastes diploproa","splitnose rockfish",0.00649514697610588,3.2596,"EGOA",44
8713040108,440,"Raja rhina","longnose skate",0.00850500895691204,2.9371,"WGOA",908
8713040108,440,"Raja rhina","longnose skate",0.0101356131767054,2.8891,"EGOA",323
8845010100,20202,"Ammodytes sp.","sand lance unid.",0.0216207884259662,2.2671,"WGOA",114
8845010101,20202,"Ammodytes sp.","sand lance unid.",0.0216207884259662,2.2671,"WGOA",114
8845010100,20202,"Ammodytes sp.","sand lance unid.",0.00359540010193663,2.9999,"AI",546
8845010101,20202,"Ammodytes sp.","sand lance unid.",0.00359540010193663,2.9999,"AI",546
8826010201,30020,"Sebastolobus alascanus","shortspine thornyhead",0.00320610010825497,3.3473,"WGOA",7656
8826010201,30020,"Sebastolobus alascanus","shortspine thornyhead",0.00392849059262244,3.2885,"EGOA",2415
8826010201,30020,"Sebastolobus alascanus","shortspine thornyhead",0.00296701168310014,3.3739,"AI",5639
8826010201,30020,"Sebastolobus alascanus","shortspine thornyhead",0.00344683107165872,3.3292,"BS",950
8831080802,20040,"Podothecus accipenserinus","sturgeon poacher",0.00125628038422703,3.4066,"WGOA",141
8831080802,20040,"Podothecus accipenserinus","sturgeon poacher",0.000299020029058314,3.7977,"AI",73
8831080802,20040,"Podothecus accipenserinus","sturgeon poacher",0.000531238226422215,3.6576,"BS",8
8840030103,20720,"Bathymaster signatus","searcher",0.00608274016195354,3.0653,"WGOA",160
8840030103,20720,"Bathymaster signatus","searcher",0.0337795395007507,2.5213,"EGOA",8
8840030103,20720,"Bathymaster signatus","searcher",0.00267983514342179,3.3114,"AI",227
8831021902,21341,"Malacocottus zonurus","darkfin sculpin",0.01039323671757,3.1324,"WGOA",442
8831021902,21341,"Malacocottus zonurus","darkfin sculpin",0.00843049322817188,3.1957,"EGOA",142
8831021902,21341,"Malacocottus zonurus","darkfin sculpin",0.006830209038077,3.3037,"BS",36
5708010199,78012,"Benthoctopus leioderma","smoothskin octopus",0.320619569638671,2.8645,"WGOA",38
8713040897,485,"Bathyraja minispinosa","whitebrow skate",0.00100496757668149,3.3925,"WGOA",89
5708070101,78030,"Opisthoteuthis californiana","flapjack devilfish",210.924447366321,0.63003,"WGOA",14
5707030102,79252,"Gonatopsis borealis","boreopacific armhook squid",0.0519122752206732,2.8141,"WGOA",114
8831090215,22220,"Careproctus melanurus","blacktail snailfish",0.000491622211123658,3.8943,"WGOA",94
8840010201,21592,"Trichodon trichodon","Pacific sandfish",0.00642023857985225,3.2034,"WGOA",181
8831023801,21352,"Triglops forficata","scissortail sculpin",0.00159385447223444,3.3578,"WGOA",23
8831023801,21352,"Triglops forficata","scissortail sculpin",0.00319457889848574,3.1248,"AI",89
8831021302,21316,"Gymnocanthus galeatus","armorhead sculpin",0.00639652758948926,3.1016,"WGOA",41
8831021302,21316,"Gymnocanthus galeatus","armorhead sculpin",0.0020858058491695,3.4386,"AI",167
8831020901,21390,"Dasycottus setiger","spinyhead sculpin",0.0110017602088398,3.1057,"WGOA",270
8831020901,21390,"Dasycottus setiger","spinyhead sculpin",0.0139482671091111,3.0282,"EGOA",32
8826010107,30576,"Sebastes borealis","shortraker rockfish",0.00674064271699274,3.2082,"WGOA",4615
8826010107,30576,"Sebastes borealis","shortraker rockfish",0.00784640353953139,3.1718,"EGOA",2294
8826010107,30576,"Sebastes borealis","shortraker rockfish",0.00562125685725102,3.2697,"AI",6167
8826010107,30576,"Sebastes borealis","shortraker rockfish",0.00752744202047041,3.1986,"BS",764
8713040105,435,"Bathyraja interrupta","Bering skate",0.0254739224270644,2.641,"WGOA",442
8713040105,435,"Bathyraja interrupta","Bering skate",0.979485348354375,1.8073,"EGOA",50
8713040105,435,"Bathyraja interrupta","Bering skate",0.00642601939555098,2.9819,"AI",16
8713040105,435,"Bathyraja interrupta","Bering skate",0.00330903060853273,3.128,"BS",7
8826010121,30330,"Sebastes melanops","black rockfish",0.00903544593286874,3.153,"WGOA",10
8826010121,30330,"Sebastes melanops","black rockfish",0.00759397582964663,3.1989,"EGOA",46
8857040701,10270,"Isopsetta isolepis","butter sole",0.00454467073282562,3.2068,"WGOA",567
8857040701,10270,"Isopsetta isolepis","butter sole",0.0179619436664673,2.8408,"EGOA",7
8713040899,480,"Bathyraja maculata","whiteblotched skate",0.00529707763562433,3.0341,"WGOA",38
8713040899,480,"Bathyraja maculata","whiteblotched skate",0.00164732914925007,3.294,"AI",1863
8713040899,480,"Bathyraja maculata","whiteblotched skate",0.00151021991452699,3.3024,"BS",108
8793010706,24190,"Lycodes diapterus","black eelpout",0.00163387628236128,3.1772,"WGOA",157
8826010136,30535,"Sebastes variegatus","harlequin rockfish",0.0072322867970994,3.1588,"WGOA",1395
8826010136,30535,"Sebastes variegatus","harlequin rockfish",0.00567207651439118,3.2199,"EGOA",1016
8826010136,30535,"Sebastes variegatus","harlequin rockfish",0.0102017092418527,3.0596,"AI",219
8826010136,30535,"Sebastes variegatus","harlequin rockfish",0.0071890229975069,3.1917,"BS",90
8827010104,21932,"Hexagrammos stelleri","whitespotted greenling",0.00975768596908167,3.0149,"WGOA",21
8794010108,21230,"Albatrossia pectoralis","giant grenadier",0.181300391829851,2.8769,"WGOA",1886
8794010108,21230,"Albatrossia pectoralis","giant grenadier",0.149553663108531,2.9204,"EGOA",307
8794010108,21230,"Albatrossia pectoralis","giant grenadier",0.500263659772019,2.5863,"AI",763
8793010299,24112,"Bothrocara zestum","western eelpout",0.000774726882809294,3.4043,"WGOA",600
8857040301,10190,"Embassichthys bathybius","deepsea sole",0.00246836324954304,3.4133,"WGOA",19
5707030301,79210,"Berryteuthis magister","magistrate armhook squid",0.0310517534617213,2.9795,"WGOA",153
5707030301,79210,"Berryteuthis magister","magistrate armhook squid",0.167612585713095,2.4668,"AI",217
8826010120,30320,"Sebastes maliger","quillback rockfish",0.00665358148578358,3.2544,"WGOA",7
8826010120,30320,"Sebastes maliger","quillback rockfish",0.00696958219036473,3.2652,"EGOA",21
8793010703,24191,"Lycodes brevipes","shortfin eelpout",0.00615494164684952,2.8385,"WGOA",104
8793010703,24191,"Lycodes brevipes","shortfin eelpout",0.00808374519181499,2.7862,"EGOA",16
8793010710,24185,"Lycodes palearis","wattled eelpout",0.000779623068963253,3.4472,"WGOA",44
8793010710,24185,"Lycodes palearis","wattled eelpout",0.00154072838053553,3.2434,"EGOA",13
8831021402,21346,"Hemilepidotus hemilepidotus","red Irish lord",0.00299952900791821,3.4501,"WGOA",8
8793010705,24187,"Lycodes concolor","ebony eelpout",0.000255803752311557,3.7132,"WGOA",189
8793010705,24187,"Lycodes concolor","ebony eelpout",0.000416135345857107,3.5738,"AI",66
8713040896,475,"Bathyraja lindbergi","Commander skate",0.00117792601656407,3.3541,"WGOA",31
8713040896,475,"Bathyraja lindbergi","Commander skate",0.0103610675716838,2.8344,"AI",10
8826010135,30490,"Sebastes saxicola","stripetail rockfish",0.007155313867926,3.202,"WGOA",127
8791030601,21710,"Microgadus proximus","Pacific tomcod",0.00359324350891807,3.2115,"WGOA",233
8791030601,21710,"Microgadus proximus","Pacific tomcod",0.00324512957162745,3.2605,"EGOA",219
8755010203,23225,"Oncorhynchus kisutch","coho salmon",0.00511079658213885,3.2097,"WGOA",7
8755010203,23225,"Oncorhynchus kisutch","coho salmon",0.00672919335908546,3.1401,"EGOA",6
8793010201,24110,"Bothrocara brunneum","twoline eelpout",0.000247722844311213,3.723,"WGOA",108
8794010105,21232,"Coryphaenoides cinereus","popeye grenadier",0.0410772844520648,3.3987,"WGOA",177
8794010105,21232,"Coryphaenoides cinereus","popeye grenadier",0.304769355476308,2.5976,"EGOA",11
8794010101,21220,"Coryphaenoides acrolepis","Pacific grenadier",0.0678198740098616,3.1147,"WGOA",81
8857041701,10250,"Psettichthys melanostictus","sand sole",0.00273123879949549,3.3637,"WGOA",30
8857041701,10250,"Psettichthys melanostictus","sand sole",0.00323023625648466,3.3014,"EGOA",6
8835440201,23402,"Genyonemus lineatus","white croaker",0.018596163183476,2.8077,"WGOA",289
8826010112,30200,"Sebastes elongatus","greenstriped rockfish",0.00458850966203851,3.288,"WGOA",285
8826010112,30200,"Sebastes elongatus","greenstriped rockfish",0.00692373441200422,3.1382,"EGOA",224
8826010134,30470,"Sebastes ruberrimus","yelloweye rockfish",0.00470466833716052,3.3206,"WGOA",45
8826010134,30470,"Sebastes ruberrimus","yelloweye rockfish",0.00525539558319119,3.2939,"EGOA",23
8826010110,30170,"Sebastes crameri","darkblotched rockfish",0.0101731844093772,3.1314,"WGOA",370
8826010110,30170,"Sebastes crameri","darkblotched rockfish",0.00957404009610912,3.1501,"EGOA",56
8857030101,10010,"Citharichthys sordidus","Pacific sanddab",0.00212453993759617,3.4554,"WGOA",139
8857030101,10010,"Citharichthys sordidus","Pacific sanddab",0.0035422257729346,3.2705,"EGOA",103
8826010138,30560,"Sebastes zacentrus","sharpchin rockfish",0.00582905724058729,3.2375,"WGOA",824
8826010138,30560,"Sebastes zacentrus","sharpchin rockfish",0.00499508924587096,3.2755,"EGOA",3105
8826010138,30560,"Sebastes zacentrus","sharpchin rockfish",0.00967800010269336,3.0814,"AI",30
8826010138,30560,"Sebastes zacentrus","sharpchin rockfish",0.012570531173919,3.0281,"BS",6
8713040810,460,"Bathyraja trachura","roughtail skate",0.00265131376885825,3.1637,"WGOA",47
8713040810,460,"Bathyraja trachura","roughtail skate",0.0088009113531701,2.8848,"EGOA",5
8826010104,30090,"Sebastes aurora","aurora rockfish",0.00668091716973467,3.2241,"WGOA",927
8826010130,30430,"Sebastes proriger","redstripe rockfish",0.00735260946142415,3.1339,"WGOA",384
8826010130,30430,"Sebastes proriger","redstripe rockfish",0.00578608142364244,3.1982,"EGOA",996
8826010106,30100,"Sebastes brevispinis","silvergray rockfish",0.00559433947772842,3.2178,"WGOA",365
8826010106,30100,"Sebastes brevispinis","silvergray rockfish",0.00982524681915362,3.0564,"EGOA",2785
8713040898,455,"Bathyraja taranetzi","mud skate",0.00138965467216022,3.3182,"WGOA",68
8713040898,455,"Bathyraja taranetzi","mud skate",0.00185624434849447,3.2433,"EGOA",9
8713040898,455,"Bathyraja taranetzi","mud skate",0.00301818385804503,3.1247,"AI",961
8713040898,455,"Bathyraja taranetzi","mud skate",0.00198507218552582,3.2304,"BS",79
6187010302,68560,"Chionoecetes bairdi","Tanner crab",2.0718252872153,2.1305,"WGOA",14
8831090101,22175,"Aptocyclus ventricosus","smooth lumpsucker",0.0173043043857713,3.4866,"WGOA",10
8791010102,21731,"Antimora microlepis","Pacific flatnose",0.00045097439225321,3.6699,"WGOA",16
8791010102,21731,"Antimora microlepis","Pacific flatnose",0.0012190297786845,3.4011,"EGOA",15
8826010137,30550,"Sebastes wilsoni","pygmy rockfish",0.010223155341784,2.9924,"EGOA",64
8793010801,24200,"Lycodes pacificus","blackbelly eelpout",0.00466718113918664,2.9395,"EGOA",12
8857040401,10160,"Eopsetta jordani","petrale sole",0.002142461237153,3.4238,"EGOA",89
8755010201,23230,"Oncorhynchus gorbuscha","pink salmon",6.5111139676503e-06,4.9174,"WGOA",6
8755010201,23230,"Oncorhynchus gorbuscha","pink salmon",0.000314068325058133,3.908,"EGOA",5
8793010712,24184,"Lycodes raridens","marbled eelpout",0.00678188630261313,2.9524,"EGOA",57
8755030402,23061,"Spirinchus thaleichthys","longfin smelt",0.00471455852172771,3.195,"EGOA",34
8716020101,710,"Hydrolagus colliei","spotted ratfish",0.00047752215557975,3.545,"EGOA",157
8831081201,20006,"Leptagonus frenatus","sawback poacher",7.57554628002595e-05,4.0897,"EGOA",9
8831081201,20006,"Leptagonus frenatus","sawback poacher",0.00115633472054406,3.2936,"AI",119
8826010105,30475,"Sebastes babcocki","redbanded rockfish",0.00336812186520842,3.4385,"WGOA",31
8826010105,30475,"Sebastes babcocki","redbanded rockfish",0.00657881921734206,3.243,"EGOA",384
8831021406,21345,"Hemilepidotus zapus","longfin Irish lord",17.1157655371459,0.32741,"WGOA",8
8831021406,21345,"Hemilepidotus zapus","longfin Irish lord",0.00635000295959305,3.2259,"AI",81
8713040800,405,"Bathyraja sp.",NA,0.00321508976820878,3.1308,"AI",16
8857041101,10150,"Lyopsetta exilis","slender sole",0.00522030212714025,3.0172,"EGOA",159
8826010118,30270,"Sebastes helvomaculatus","rosethorn rockfish",0.00493106642959813,3.2819,"EGOA",496
8713040199,477,"Bathyraja panthera","leopard skate",0.00903725320277628,2.887,"WGOA",5
8713040199,477,"Bathyraja panthera","leopard skate",0.00268385791245943,3.2063,"AI",218
8826010202,30030,"Sebastolobus altivelis","longspine thornyhead",0.00269838994636543,3.4231,"EGOA",42
8831090224,22236,"Careproctus rastrinus","salmon snailfish",0.00371565612995296,3.513,"AI",48
8831023806,21354,"Triglops scepticus","spectacled sculpin",0.00469761662476128,3.2297,"AI",271
